tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
RT @leevonperry69: #NewYearsResolution : Don't get shot/stay out of jail/ don't have any oops babies. #SimpleEnough,Humor,Humor about Personal Growth and Interests Resolutions,North Dakota,ND,Midwest,male,1,2014-12-31,17,Wednesday
RT @gilmar_barrios: So going under 4:20 for the mile this year #NewYearsResolution,Health & Fitness,Excersize More,Stamford CT,CT,Northeast,male,1,2014-12-31,17,Wednesday
One of my #NewYearsResolution is to make more time for the people who mean the most in my life...,Family/Friends/Relationships,Spend more time with significant other,"Columbus, OH",OH,Midwest,female,0,2014-12-31,17,Wednesday
"#NewYearsResolution 1) YouTube twice a week, 2) find non-profit career position, 3) finish dissertation proposal.",Education/Training,Start Master‰Ûªs program,"New York, New York",NY,Northeast,male,0,2014-12-31,17,Wednesday
"If at first you don't succeed, drink a lot of wine until you don't care anymore. #NewYearsResolution #MovingOn #breakup #regrets",Humor,Humor about New Years,"Chicago, IL",IL,Midwest,female,0,2014-12-31,17,Wednesday
#NewYearsResolution Learn how to Twitter better,Personal Growth,Use more social media,"Tucson, Ariz.",AZ,West,male,0,2014-12-31,17,Wednesday
"For 2015, my #NewYearsResolution is #DSED #DoSomethingEveryDay ... athletic, sporty... doesn't have to be big... Just Something! Join me!",Health & Fitness,Excersize More,Boston!,MA,Northeast,male,0,2014-12-31,17,Wednesday
I resolve to have a baby this year #NewYearsResolution #40weeks #thatsapromise take it to the _Ù_,Family/Friends/Relationships,Have a baby,New York,NY,Northeast,female,0,2014-12-31,17,Wednesday
try to keep the best music in my playlist?!:-) #NewYearsResolution,Recreation & Leisure,Other,New Jersey,NJ,Northeast,female,0,2014-12-31,17,Wednesday
My #NewYearsResolution is to de-friend anyone on Facebook who invites me to play Candy Crush.,Humor,Humor about Recreation and Leisure Resolutions,"Fair Lawn,NJ",NJ,Northeast,male,0,2014-12-31,17,Wednesday
#NewYearsResolution not getting mad easily..,Personal Growth,Have more patience,Upper East Side,NY,Northeast,female,0,2014-12-31,17,Wednesday
#PitbullNYE being the greatest (FATHER) and becoming the next (MR) worldwide #NewYearsResolution #God1St,Family/Friends/Relationships,Other,NYC - MIA  (HEAR MY MUSIC) AT,NY,Northeast,male,0,2014-12-31,17,Wednesday
#NewYearsResolution saving my money_Ù÷©_Ù÷_,Finance,Save money,Upper East Side,NY,Northeast,female,0,2014-12-31,17,Wednesday
My #NewYearsResolution is to become a British pop singer. One Direction made me realize that would make my life about 150 times easier.,Humor,Humor about Time Management/Organization Resolutions,"Bloomington IN ",IN,Midwest,male,0,2014-12-31,17,Wednesday
#NewYearsResolution to enact more with my #Wilson fandom family. But sometimes easier said then done.  But we'll see in 2015,Family/Friends/Relationships,Spend more time with family,"San Francisco,California",CA,West,female,1,2014-12-31,17,Wednesday
"RT @MaryJsDiary: My #NewYearsResolution is to stop pocketing lighters. Well, at least pocket less lighters. #stonerproblems",Personal Growth,Other,"Reno, NV",NV,West,male,1,2014-12-31,17,Wednesday
Bought my wife a tablet yesterday. Now I want one. One goal for 2015: Buy a new tablet. #NewYearsResolution,Recreation & Leisure,Other,"Baltimore, MD, USA",MD,South,male,0,2014-12-31,17,Wednesday
#NewYearsResolution To rid myself of all chill that I have.,Health & Fitness,Improve my body,"Superior, WI ",WI,Midwest,male,0,2014-12-31,17,Wednesday
One of my #NewYearsResolution is to make more friends at other schools (specifically LBJ _ÙÔÛ),Family/Friends/Relationships,Make more time for friends,"Austin,Tx",TX,South,female,0,2014-12-31,17,Wednesday
RT @TommyMilagro: @KymKral I decided my #NewYearsResolution is to do @mouthypants in the new year. Think I'd be a good fit for it?,Recreation & Leisure,Hike more,Hollywood,CA,West,female,2,2014-12-31,17,Wednesday
Amen! RT @coreywoodstempe: #NewYearsResolution I need to go suit shopping with @AnthonyHotels That guy's suit game is no joke. #realtalk,Personal Growth,Update my wardrobe,"Maryville, TN",TN,South,male,0,2014-12-31,17,Wednesday
My 2nd #NewYearsResolution is to dig deeper and focus on pursuing my dream of being a music artist. #NewYearsResolutions #PitbullNYE,Career,Get dream job,"Newport, RI",RI,Northeast,female,0,2014-12-31,17,Wednesday
My goal for the next year. Become a power ranger and save the world. _ÙÔ__ÙÔ__ÙÔ_ #NewYearsResolution,Humor,Humor about Helping Others Resolutions,Califrionia / Michigan,MI,Midwest,female,1,2014-12-31,17,Wednesday
I start fresh every morning. Never needed a year. #NewYearsResolution,Personal Growth,Improve my attitude,"Connecticut ",CT,Northeast,male,0,2014-12-31,17,Wednesday
New Year's Eve is the perfect time to block those pesky relatives on Facebook that you've shown restraint to in 2014. #NewYearsResolution,Family/Friends/Relationships,Spend more time with family,Alaska,AK,West,female,0,2014-12-31,17,Wednesday
My #NewYearsResolution is to get back to writing every day.Thanks for the inspiration @kellysue @BRIANMBENDIS @samhumphries @mattfraction.,Personal Growth,Read more books,"Lakewood, CA",CA,West,male,0,2014-12-31,17,Wednesday
RT @ChuckWendig: @sblackmoore Fewer semen oaths. #NewYearsResolution,Personal Growth,Other,Los Angeles,CA,West,male,1,2014-12-31,17,Wednesday
@ChuckWendig @sblackmoore About the same amount of mucus oaths. #NewYearsResolution,Humor,Humor about Time Management/Organization Resolutions,"Bellingham, WA",WA,West,female,1,2014-12-31,17,Wednesday
#NewYearsResolution  To not poop on the floor until at least April 2015#ChuckCJohnson#CharlesCJohnson #ChuckCJohnsonPoopedOnTheFloor,Humor,Humor about Health and Fitness Resolutions,"Clovis, CA",CA,West,male,0,2014-12-31,17,Wednesday
#NewYearsResolution have a friggin baby by this time next year. this childless adult thing is boring,Family/Friends/Relationships,Spend more time with family,"Cleveland, Ohio, USA",OH,Midwest,female,0,2014-12-31,17,Wednesday
I resolve to avoid making fun of the sloppy New Year's kisses between drunk people who just met. #NewYearsResolution,Humor,Humor about New Years,Louisiana,LA,South,male,0,2014-12-31,17,Wednesday
I will not pay any #taxes until #AlSharpton pays his #tax debt plus interest and penalties. #NewYearsResolution,Finance,Invest for retirement,"Las Vegas, Nevada, USA",NV,West,male,0,2014-12-31,17,Wednesday
#NewYearsResolution since 2012: get fit.,Health & Fitness,Excersize More,california,CA,West,female,0,2014-12-31,17,Wednesday
"I would like to be more straightforward this year, please. ‰Ï_ #NewYearsResolution",Personal Growth,Be more positive,"Tonganoxie, KS",KS,Midwest,female,0,2014-12-31,17,Wednesday
@MarkPacker My New Year's Resolution starts early.....use the mute button anytime Jesse Palmer is doing a game. #NewYearsResolution,Humor,Humor about Recreation and Leisure Resolutions,"Belmont, NC",NC,South,male,0,2014-12-31,17,Wednesday
"be nicer to americans who say ""mum""#NewYearsResolution",Personal Growth,Be more positive,"Los Angeles, CA",CA,West,male,0,2014-12-31,17,Wednesday
"@Jaclynhill were opposites this year! My #NewYearsResolution is to wear more warm tones! All I do is silver, it's time for me to warm it up",Personal Growth,Have more patience,"Worcester, MA",MA,Northeast,male,0,2014-12-31,17,Wednesday
"This year I will date more, kiss more, be smarter and choose wiser.  #NewYearsResolution",Personal Growth,Be more positive,"Detroit ",MI,Midwest,female,0,2014-12-31,17,Wednesday
#NewYearsResolution stop eating so much!,Health & Fitness,Eat healthier,california,CA,West,female,0,2014-12-31,17,Wednesday
Today is a sad day today is the last day I will be smoking weed #NewYearsResolution,Health & Fitness,Improve my body,"Santa Clara ",CA,West,male,0,2014-12-31,17,Wednesday
try not to blame everything bad in the world on yoko ono#NewYearsResolution,Personal Growth,Be more positive,"Los Angeles, CA",CA,West,male,0,2014-12-31,17,Wednesday
RT @alan_lonewolf: More tattoos #NewYearsResolution,Personal Growth,Get a tattoo,"Healy, AK",AK,West,male,1,2014-12-31,17,Wednesday
"New Years Resolution: make it happen. Oh, and try to get in the next Star Wars... somehow. #NewYearsResolution #StarWars @bad_robot",Personal Growth,Acheive My Goals,New Jersey,NJ,Northeast,male,0,2014-12-31,17,Wednesday
"If my life #music could just be the #soundtrack  from the ""Ocean's"" #movies, that would be #awesome. #NewYearsResolution #2015",Recreation & Leisure,Spend more time on my hobby,Nashville,TN,South,male,0,2014-12-31,17,Wednesday
#NewYearsResolution eat more jelly beans.,Humor,Humor about Health and Fitness Resolutions,"tallahassee, fl",FL,South,female,0,2014-12-31,17,Wednesday
I just dealt with &gt;500 emails. Only 1100 more to go. Sigh. #NewYearsResolution #InboxZero #YeahRight,Time Management/Organization,Re-organize,"Seattle, WA",WA,West,female,0,2014-12-31,17,Wednesday
"#NewYearsResolution is to maintain my friendships with my wonderful friends, @osnapitzlyndsey, @Johnnyboyyy904, @AmandaDymek, @mymomsagingr",Family/Friends/Relationships,Make new friends,"Memphis, Michigan",MI,Midwest,male,0,2014-12-31,17,Wednesday
"New year, new me _Ù÷_ imma start putting on more makeup...weird resolution #NewYearsResolution http://t.co/myUxPAs6Pz",Personal Growth,Update my wardrobe,"Fairbanks, AK",AK,West,female,0,2014-12-31,17,Wednesday
"#NewYearsResolution to eat more, to eat all that I can. Also to draw more. Maybe make that comic. Oh also do good in school.",Personal Growth,Acheive My Goals,Florida,FL,South,female,0,2014-12-31,17,Wednesday
Stop stalking Val Kilmer. #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,"Glen Mills, PA",PA,Northeast,male,0,2014-12-31,17,Wednesday
Also this year I'm determined to try sushi for the first time. I hear it's made of raw fish! #yuck #NewYearsResolution,Personal Growth,Be More Fun,Los Angeles,CA,West,male,0,2014-12-31,17,Wednesday
#NewYearsResolution refer to Canada as beyond the wall.,Humor,Humor about Personal Growth and Interests Resolutions,"tallahassee, fl",FL,South,female,0,2014-12-31,17,Wednesday
‰ÛÏ@Cinemax: #NewYearsResolution? Be more badass. http://t.co/R4BBOecfSF @ivanamilicevic‰Û best show on TV,Humor,Humor about Personal Growth and Interests Resolutions,"Wheeling, WV",WV,South,male,0,2014-12-31,17,Wednesday
Learned of the bad news tonight @Cara__Miller. #NewYearsResolution is that you heal quickly! ‰÷•ü,Personal Growth,Other,"Okemos, MI",MI,Midwest,male,0,2014-12-31,17,Wednesday
#NewYearsResolution Accept all chances to grow and evolve as an individual while also finding peace and acceptance when faced with change _Ù_ä,Personal Growth,Improve my attitude,SC,SC,South,male,0,2014-12-31,17,Wednesday
RT @grimalkinrn: I am going to talk to more White people about our racism.#NewYearsResolution,Philanthropic,Spread Peace,Minnesota,MN,Midwest,male,4,2014-12-31,17,Wednesday
No more single use disposable plastics for me! #ZeroWaste2015 #NewYearsEve #NewYearsResolution Image @PostLandfill http://t.co/nGdwcZGsJR,Philanthropic,Other,Boston-New Hampshire,NH,Northeast,female,0,2014-12-31,17,Wednesday
I'll resolve what I always resolve: To be less of an idiot. #ResolutionsFor2015 #NewYearsResolution,Personal Growth,Read more books,"Holland Point, Maryland",MD,South,male,0,2014-12-31,17,Wednesday
I would like to eat 1 #pound of #redmeat per #day. #NewYearsResolution #2015 #bestolutions #manolutions,Humor,Humor about Health and Fitness Resolutions,Nashville,TN,South,male,0,2014-12-31,17,Wednesday
I was challenged to read a book a week by @PastorCLW at the start of 2014.  Finished #57 yesterday! #NewYearsResolution,Personal Growth,Read more books,KC,MO,Midwest,male,0,2014-12-31,17,Wednesday
"#NewYearsResolution Is to loosen up, laugh more, and enjoy the path that is my life.",Personal Growth,Be more positive,Corpus Christi,TX,South,male,0,2014-12-31,22,Wednesday
I resolve to learn how to Twitter. #NewYearsEve #NewYearsResolution #Twitter,Education/Training,Learn a new skill,Texas,TX,South,female,0,2014-12-31,22,Wednesday
RT @chels_corder: #NewYearsResolution watch as much Netflix as possible and only leave my room when necessary‰ÏÎ•ü,Recreation & Leisure,Spend more time on my hobby,Pennsylvania,PA,Northeast,female,2,2014-12-31,22,Wednesday
"For all who asked what my #NewYearsResolution was. Well, here it is... http://t.co/ZFBfQF6td2",Philanthropic,Find a charity to support,ˆ´ | Queens | NYC  |  Earth,NY,Northeast,female,0,2014-12-31,22,Wednesday
#NewYearsResolution 1) BE UNDER 300LBS2) FIND A BETTER JOB3) BE MORE RESPONSIBLE4) READ 2 BOOK5) PAY OFF CREDIT CARD6) BE FEARLESS#JG,Health & Fitness,Improve my body,"Roselle,IL 60172",IL,Midwest,male,0,2014-12-31,22,Wednesday
#NewYearsResolution 1.. Be more positive..,Personal Growth,Be more positive,"Killeen, Tx",TX,South,male,0,2014-12-31,22,Wednesday
#NewYearsResolution .. Get a solid / loyal Girl ‰Ï__Ù÷Î,Family/Friends/Relationships,Find a Girlfriend,Inglewood Ca,CA,West,male,1,2014-12-31,22,Wednesday
#NewYearsResolution keep my lips in-chapped @ChapStick you're my new best friend for #2015,Humor,Humor about Personal Growth and Interests Resolutions,Virginia,VA,South,female,0,2014-12-31,22,Wednesday
Staying single #NewYearsResolution,Family/Friends/Relationships,Make new friends,"Camp Pendleton, CA",CA,West,male,0,2014-12-31,22,Wednesday
#NewYearsResolution 2... 5/27/2015 change the way i look at life completely... Change life as i know it... #OneMoreBirthday #23,Personal Growth,Improve my attitude,"Killeen, Tx",TX,South,male,0,2014-12-31,22,Wednesday
Don't let bs in my life #NewYearsResolution,Personal Growth,Be more positive,"Seattle ",WA,West,female,1,2014-12-31,22,Wednesday
My #NewYearsResolution is simply remembering to write 2015 instead of 2014,Humor,Humor about New Years,"Grayling, Michigan",MI,Midwest,male,0,2014-12-31,22,Wednesday
#NewYearsResolution is to eat healthier!!! Fruits and veggies everyday,Health & Fitness,Eat healthier,nyc,NY,Northeast,female,0,2014-12-31,22,Wednesday
#NewYearsResolution 3.. Become legendary....,Personal Growth,Use less social media,"Killeen, Tx",TX,South,male,0,2014-12-31,22,Wednesday
"#NewYearsResolution meet new people, and make more friends",Family/Friends/Relationships,Make new friends,nyc,NY,Northeast,female,0,2014-12-31,22,Wednesday
This year I vowed to be less judgmental. I already failed. Twice. #oops #NewYearsResolution,Personal Growth,Read more books,"Manhattan, KS",KS,Midwest,female,0,2014-12-31,22,Wednesday
My #NewYearsResolution is #mealprep _ÙÔÎ,Health & Fitness,Eat healthier,brewster ny,NY,Northeast,male,0,2014-12-31,22,Wednesday
#NewYearsResolution stay healthy for sports and to become a better man.,Health & Fitness,Lose weight,"Tahlequah, Ok",OK,South,male,0,2014-12-31,22,Wednesday
#NewYearsResolution to be happy at all times and appreciate and value any times,Personal Growth,Be more positive,"Williamstown, NJ",NJ,Northeast,female,3,2014-12-31,22,Wednesday
#NewYearsResolution Watch more Netflix,Personal Growth,Be More Fun,"Brooklyn, NY ",NY,Northeast,female,0,2014-12-31,22,Wednesday
But my one #NewYearsResolution for this year: pet a penguin.,Recreation & Leisure,Other,indianapolis,IN,Midwest,female,0,2014-12-31,22,Wednesday
"#NewyearsResolution Resolved, Never to give over, nor in the least to slacken, my fight with my corruptions, however unsuccessful I may be",Personal Growth,Acheive My Goals,"Wichita, KS",KS,Midwest,male,0,2014-12-31,22,Wednesday
